image_id,horizontal_flip,vertical_flip,rotation_angle,horizontal_shift,vertical_shift,augmentation_applied
RGB_337,False,False,0,0,0,True
RGB_338,False,False,0,0,0,True
RGB_34,False,False,0,0,0,True
RGB_341,False,False,0,0,0,True
RGB_342,False,False,0,0,0,True
RGB_345,False,False,0,0,0,True
RGB_346,False,False,0,0,0,True
RGB_347,False,False,0,0,0,True
RGB_348,False,False,0,0,0,True
RGB_35,False,False,0,0,0,True
RGB_350,False,False,0,0,0,True
RGB_352,False,False,0,0,0,True
RGB_353,False,False,0,0,0,True
RGB_356,False,False,0,0,0,True
RGB_357,False,False,0,0,0,True
RGB_358,False,False,0,0,0,True
RGB_359,False,False,0,0,0,True
RGB_361,False,False,0,0,0,True
RGB_363,False,False,0,0,0,True
RGB_366,False,False,0,0,0,True
RGB_368,False,False,0,0,0,True
RGB_369,False,False,0,0,0,True
RGB_371,False,False,0,0,0,True
RGB_372,False,False,0,0,0,True
RGB_375,False,False,0,0,0,True
RGB_376,False,False,0,0,0,True
RGB_377,False,False,0,0,0,True
RGB_378,False,False,0,0,0,True
RGB_379,False,False,0,0,0,True
RGB_380,False,False,0,0,0,True
RGB_381,False,False,0,0,0,True
RGB_382,False,False,0,0,0,True
RGB_387,False,False,0,0,0,True
RGB_389,False,False,0,0,0,True
RGB_39,False,False,0,0,0,True
RGB_390,False,False,0,0,0,True
RGB_40,False,False,0,0,0,True
RGB_42,False,False,0,0,0,True
RGB_43,False,False,0,0,0,True
RGB_44,False,False,0,0,0,True
RGB_48,False,False,0,0,0,True
RGB_49,False,False,0,0,0,True
RGB_54,False,False,0,0,0,True
RGB_55,False,False,0,0,0,True
RGB_56,False,False,0,0,0,True
RGB_57,False,False,0,0,0,True
RGB_58,False,False,0,0,0,True
RGB_59,False,False,0,0,0,True
RGB_6,False,False,0,0,0,True
RGB_60,False,False,0,0,0,True
RGB_63,False,False,0,0,0,True
RGB_64,False,False,0,0,0,True
RGB_66,False,False,0,0,0,True
RGB_68,False,False,0,0,0,True
RGB_70,False,False,0,0,0,True
RGB_71,False,False,0,0,0,True
RGB_72,False,False,0,0,0,True
RGB_74,False,False,0,0,0,True
RGB_76,False,False,0,0,0,True
RGB_77,False,False,0,0,0,True
RGB_79,False,False,0,0,0,True
RGB_8,False,False,0,0,0,True
RGB_81,False,False,0,0,0,True
RGB_82,False,False,0,0,0,True
RGB_84,False,False,0,0,0,True
RGB_86,False,False,0,0,0,True
RGB_87,False,False,0,0,0,True
RGB_88,False,False,0,0,0,True
RGB_89,False,False,0,0,0,True
RGB_9,False,False,0,0,0,True
RGB_93,False,False,0,0,0,True
RGB_97,False,False,0,0,0,True
RGB_98,False,False,0,0,0,True
RGB_99,False,False,0,0,0,True
RGB_1,False,False,0,0,0,True
RGB_101,False,False,0,0,0,True
RGB_102,False,False,0,0,0,True
RGB_104,False,False,0,0,0,True
RGB_105,False,False,0,0,0,True
RGB_106,False,False,0,0,0,True
RGB_108,False,False,0,0,0,True
RGB_11,False,False,0,0,0,True
RGB_110,False,False,0,0,0,True
RGB_113,False,False,0,0,0,True
RGB_114,False,False,0,0,0,True
RGB_118,False,False,0,0,0,True
RGB_120,False,False,0,0,0,True
RGB_122,False,False,0,0,0,True
RGB_125,False,False,0,0,0,True
RGB_126,False,False,0,0,0,True
RGB_128,False,False,0,0,0,True
RGB_129,False,False,0,0,0,True
RGB_131,False,False,0,0,0,True
RGB_133,False,False,0,0,0,True
RGB_134,False,False,0,0,0,True
RGB_135,False,False,0,0,0,True
RGB_136,False,False,0,0,0,True
RGB_138,False,False,0,0,0,True
RGB_139,False,False,0,0,0,True
RGB_14,False,False,0,0,0,True
RGB_140,False,False,0,0,0,True
RGB_143,False,False,0,0,0,True
RGB_144,False,False,0,0,0,True
RGB_146,False,False,0,0,0,True
RGB_148,False,False,0,0,0,True
RGB_149,False,False,0,0,0,True
RGB_15,False,False,0,0,0,True
RGB_150,False,False,0,0,0,True
RGB_152,False,False,0,0,0,True
RGB_153,False,False,0,0,0,True
RGB_154,False,False,0,0,0,True
RGB_156,False,False,0,0,0,True
RGB_16,False,False,0,0,0,True
RGB_161,False,False,0,0,0,True
RGB_162,False,False,0,0,0,True
RGB_163,False,False,0,0,0,True
RGB_164,False,False,0,0,0,True
RGB_165,False,False,0,0,0,True
RGB_168,False,False,0,0,0,True
RGB_170,False,False,0,0,0,True
RGB_171,False,False,0,0,0,True
RGB_172,False,False,0,0,0,True
RGB_173,False,False,0,0,0,True
RGB_176,False,False,0,0,0,True
RGB_177,False,False,0,0,0,True
RGB_179,False,False,0,0,0,True
RGB_18,False,False,0,0,0,True
RGB_180,False,False,0,0,0,True
RGB_182,False,False,0,0,0,True
RGB_183,False,False,0,0,0,True
RGB_184,False,False,0,0,0,True
RGB_187,False,False,0,0,0,True
RGB_188,False,False,0,0,0,True
RGB_19,False,False,0,0,0,True
RGB_190,False,False,0,0,0,True
RGB_191,False,False,0,0,0,True
RGB_193,False,False,0,0,0,True
RGB_194,False,False,0,0,0,True
RGB_195,False,False,0,0,0,True
RGB_196,False,False,0,0,0,True
RGB_197,False,False,0,0,0,True
RGB_2,False,False,0,0,0,True
RGB_20,False,False,0,0,0,True
RGB_202,False,False,0,0,0,True
RGB_203,False,False,0,0,0,True
RGB_204,False,False,0,0,0,True
RGB_206,False,False,0,0,0,True
RGB_207,False,False,0,0,0,True
RGB_21,False,False,0,0,0,True
RGB_210,False,False,0,0,0,True
RGB_212,False,False,0,0,0,True
RGB_214,False,False,0,0,0,True
RGB_215,False,False,0,0,0,True
RGB_216,False,False,0,0,0,True
RGB_217,False,False,0,0,0,True
RGB_218,False,False,0,0,0,True
RGB_22,False,False,0,0,0,True
RGB_223,False,False,0,0,0,True
RGB_225,False,False,0,0,0,True
RGB_226,False,False,0,0,0,True
RGB_227,False,False,0,0,0,True
RGB_229,False,False,0,0,0,True
RGB_230,False,False,0,0,0,True
RGB_234,False,False,0,0,0,True
RGB_235,False,False,0,0,0,True
RGB_236,False,False,0,0,0,True
RGB_237,False,False,0,0,0,True
RGB_240,False,False,0,0,0,True
RGB_241,False,False,0,0,0,True
RGB_243,False,False,0,0,0,True
RGB_244,False,False,0,0,0,True
RGB_245,False,False,0,0,0,True
RGB_246,False,False,0,0,0,True
RGB_249,False,False,0,0,0,True
RGB_25,False,False,0,0,0,True
RGB_250,False,False,0,0,0,True
RGB_251,False,False,0,0,0,True
RGB_252,False,False,0,0,0,True
RGB_253,False,False,0,0,0,True
RGB_255,False,False,0,0,0,True
RGB_256,False,False,0,0,0,True
RGB_258,False,False,0,0,0,True
RGB_260,False,False,0,0,0,True
RGB_262,False,False,0,0,0,True
RGB_263,False,False,0,0,0,True
RGB_264,False,False,0,0,0,True
RGB_265,False,False,0,0,0,True
RGB_266,False,False,0,0,0,True
RGB_267,False,False,0,0,0,True
RGB_269,False,False,0,0,0,True
RGB_27,False,False,0,0,0,True
RGB_270,False,False,0,0,0,True
RGB_271,False,False,0,0,0,True
RGB_272,False,False,0,0,0,True
RGB_273,False,False,0,0,0,True
RGB_275,False,False,0,0,0,True
RGB_276,False,False,0,0,0,True
RGB_278,False,False,0,0,0,True
RGB_279,False,False,0,0,0,True
RGB_28,False,False,0,0,0,True
RGB_282,False,False,0,0,0,True
RGB_285,False,False,0,0,0,True
RGB_286,False,False,0,0,0,True
RGB_287,False,False,0,0,0,True
RGB_289,False,False,0,0,0,True
RGB_29,False,False,0,0,0,True
RGB_290,False,False,0,0,0,True
RGB_293,False,False,0,0,0,True
RGB_297,False,False,0,0,0,True
RGB_298,False,False,0,0,0,True
RGB_299,False,False,0,0,0,True
RGB_3,False,False,0,0,0,True
RGB_300,False,False,0,0,0,True
RGB_301,False,False,0,0,0,True
RGB_302,False,False,0,0,0,True
RGB_310,False,False,0,0,0,True
RGB_311,False,False,0,0,0,True
RGB_313,False,False,0,0,0,True
RGB_315,False,False,0,0,0,True
RGB_316,False,False,0,0,0,True
RGB_318,False,False,0,0,0,True
RGB_319,False,False,0,0,0,True
RGB_32,False,False,0,0,0,True
RGB_321,False,False,0,0,0,True
RGB_323,False,False,0,0,0,True
RGB_325,False,False,0,0,0,True
RGB_329,False,False,0,0,0,True
RGB_330,False,False,0,0,0,True
RGB_334,False,False,0,0,0,True
RGB_335,False,False,0,0,0,True
RGB_337,False,False,0,0,0,True
RGB_338,False,False,0,0,0,True
RGB_34,False,False,0,0,0,True
RGB_341,False,False,0,0,0,True
RGB_342,False,False,0,0,0,True
RGB_345,False,False,0,0,0,True
RGB_346,False,False,0,0,0,True
RGB_347,False,False,0,0,0,True
RGB_348,False,False,0,0,0,True
RGB_35,False,False,0,0,0,True
RGB_350,False,False,0,0,0,True
RGB_352,False,False,0,0,0,True
RGB_353,False,False,0,0,0,True
RGB_356,False,False,0,0,0,True
RGB_357,False,False,0,0,0,True
RGB_358,False,False,0,0,0,True
RGB_359,False,False,0,0,0,True
RGB_361,False,False,0,0,0,True
RGB_363,False,False,0,0,0,True
RGB_366,False,False,0,0,0,True
RGB_368,False,False,0,0,0,True
RGB_369,False,False,0,0,0,True
RGB_371,False,False,0,0,0,True
RGB_372,False,False,0,0,0,True
RGB_375,False,False,0,0,0,True
RGB_376,False,False,0,0,0,True
RGB_377,False,False,0,0,0,True
RGB_378,False,False,0,0,0,True
RGB_379,False,False,0,0,0,True
RGB_380,False,False,0,0,0,True
RGB_381,False,False,0,0,0,True
RGB_382,False,False,0,0,0,True
RGB_387,False,False,0,0,0,True
RGB_389,False,False,0,0,0,True
RGB_39,False,False,0,0,0,True
RGB_390,False,False,0,0,0,True
RGB_40,False,False,0,0,0,True
RGB_42,False,False,0,0,0,True
RGB_43,False,False,0,0,0,True
RGB_44,False,False,0,0,0,True
RGB_48,False,False,0,0,0,True
RGB_49,False,False,0,0,0,True
RGB_54,False,False,0,0,0,True
RGB_55,False,False,0,0,0,True
RGB_56,False,False,0,0,0,True
RGB_57,False,False,0,0,0,True
RGB_58,False,False,0,0,0,True
RGB_59,False,False,0,0,0,True
RGB_6,False,False,0,0,0,True
RGB_60,False,False,0,0,0,True
RGB_63,False,False,0,0,0,True
RGB_64,False,False,0,0,0,True
RGB_66,False,False,0,0,0,True
RGB_68,False,False,0,0,0,True
RGB_70,False,False,0,0,0,True
RGB_71,False,False,0,0,0,True
RGB_72,False,False,0,0,0,True
RGB_74,False,False,0,0,0,True
RGB_76,False,False,0,0,0,True
RGB_77,False,False,0,0,0,True
RGB_79,False,False,0,0,0,True
RGB_8,False,False,0,0,0,True
RGB_81,False,False,0,0,0,True
RGB_82,False,False,0,0,0,True
RGB_84,False,False,0,0,0,True
RGB_86,False,False,0,0,0,True
RGB_87,False,False,0,0,0,True
RGB_88,False,False,0,0,0,True
RGB_89,False,False,0,0,0,True
RGB_9,False,False,0,0,0,True
RGB_93,False,False,0,0,0,True
RGB_97,False,False,0,0,0,True
RGB_98,False,False,0,0,0,True
RGB_99,False,False,0,0,0,True
